tender_id,tenderguru_card_id,customer,budget_rub,niche,product_category,opportunity_title,problem,requested_solution,ai_terms,modules,scenarios,integrations,constraints,mvp_opportunity,target_buyers,reuse_score,complexity,evidence_files,product_card
"94441024","94441024","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛМА""","","computer_vision","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Решение для обработки изображений/видео с AI/CV-компонентами. Ключевые элементы: computer_vision.","","computer_vision","","портал/внешний сайт","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл","low","low","info_text","data/analysis/2026-05-25/product-cards/94441024.md"
"rq_0190200000326000005","94386525","Департамент государственного заказа и торговли Ямало-Ненецкого автономного округа","","analytics","software_services","Запрос цены. Выполнение работ по модернизации сервиса предиктивной аналитики: переход к мультиагентной архитектуре и вне","найдено в карточке/названии; совпадения: предиктивная аналитика","Запрос цены. Выполнение работ по модернизации сервиса предиктивной аналитики: переход к мультиагентной архитектуре и внедрение ИИ-технологий при сохранении текущего стека","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0190200000326000005.md"
"94358969","94358969","Торговая Система «ТЭК-Торг»","","process_automation","software_services","Передача сертификата, удостоверяющего право на получение услуг по технической поддержке программы для ЭВМ Primo RPA","найдено в карточке/названии; совпадения: rpa; карточка содержит 500 символов описания","Передача сертификата, удостоверяющего право на получение услуг по технической поддержке программы для ЭВМ Primo RPA","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94358969.md"
"rq_0895100000126000505","94352486","","","llm_assistant","enterprise_rag_llm_assistant","Защищенный корпоративный RAG/LLM-помощник","Нужен быстрый и управляемый доступ к знаниям и документам через AI-канал.","LLM/RAG-помощник с чат-интерфейсом, базами знаний, document QA, суммаризацией и интеграциями.","","","","","","Secure RAG assistant: загрузка документов, векторная база, чат с источниками, summary, feedback и API для портала.","энергетика; инфраструктура; телеком; банки; промышленные холдинги; госуслуги","medium","low","info_text","data/analysis/2026-05-25/product-cards/rq_0895100000126000505.md"
"94319489","94319489","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ИЗЛУЧИНСКАЯ ШКОЛА-ИНТЕРНАТ ДЛЯ ОБУЧАЮЩИХСЯ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ""","","ai_general","software_services","Поставка автоматизированного рабочего места","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Поставка автоматизированного рабочего места","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94319489.md"
"rq_0173200023326000040","94321748","Департамент информационных технологий города Москвы","","ai_general","software_services","Запрос цены. Поставка программного обеспечения и сертификата на техническую поддержку программного обеспечения для искус","найдено в карточке/названии; совпадения: искусственный интеллект","Запрос цены. Поставка программного обеспечения и сертификата на техническую поддержку программного обеспечения для искусственного интеллекта","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0173200023326000040.md"
"94304049","94304049","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР НЕПРЕРЫВНОГО ОБРАЗОВАНИЯ""","495954","ai_general","software_services","Поставка интерактивного оборудования по ФГОС","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Поставка интерактивного оборудования по ФГОС","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/94304049.md"
"94308439","94308439","МОАУ ""СОШ № 16"".","424960","ai_general","software_services","Поставка оборудования для учебных целей","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Поставка оборудования для учебных целей","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94308439.md"
"94309322","94309322","Евразийский электронный портал","","llm_assistant","enterprise_rag_llm_assistant","Защищенный корпоративный RAG/LLM-помощник","Нужен быстрый и управляемый доступ к знаниям и документам через AI-канал.","LLM/RAG-помощник с чат-интерфейсом, базами знаний, document QA, суммаризацией и интеграциями. Ключевые элементы: chat_ui.","","chat_ui","","портал/внешний сайт","","Secure RAG assistant: загрузка документов, векторная база, чат с источниками, summary, feedback и API для портала.","энергетика; инфраструктура; телеком; банки; промышленные холдинги; госуслуги","high","low","info_text","data/analysis/2026-05-25/product-cards/94309322.md"
"32616007578","94311345","МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 16 Г. НОВОТРОИЦКА ОРЕНБУРГСКОЙ ОБЛАСТИ""","424960","ai_general","software_services","Поставка оборудования для учебных целей","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Поставка оборудования для учебных целей","","","","портал/внешний сайт","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/32616007578.md"
"94314045","94314045","КОУ ""ИЗЛУЧИНСКАЯ ШКОЛА-ИНТЕРНАТ""","","ai_general","software_services","Поставка автоматизированного рабочего места","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Поставка автоматизированного рабочего места","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94314045.md"
"94295982","94295982","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ МУНИЦИПАЛЬНОГО ОКРУГА ЛУХОВИЦЫ МОСКОВСКОЙ ОБЛАСТИ ""РАЙОННЫЙ ДОМ КУЛЬТУРЫ ""СТАРТ""","312432","computer_vision","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: нейронная сеть; карточка содержит 500 символов описания","Решение для обработки изображений/видео с AI/CV-компонентами. Ключевые элементы: computer_vision.","","computer_vision","","","","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/94295982.md"
"rq_0148300071226000101","94256660","Администрация Городского округа Балашиха","","ai_general","software_services","Запрос цены. Оказание услуг по предоставлению неисключительной лицензии на использование программного обеспечения для ве","найдено в карточке/названии; совпадения: искусственный интеллект, технологии искусственного интеллекта","Запрос цены. Оказание услуг по предоставлению неисключительной лицензии на использование программного обеспечения для ведения пабликов в соцсетях с использованием технологий искусственного интеллекта","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0148300071226000101.md"
"32615985739","94158006","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОРОДСКОЙ ТРЕСТ ГЕОЛОГО-ГЕОДЕЗИЧЕСКИХ И КАРТОГРАФИЧЕСКИХ РАБОТ""","41666666","process_automation","analytics_monitoring","AI-сервис мониторинга и контент-анализа"," Повышение защищенности и надежности средств автоматизации Управления В разделе «Цель испытаний» приводят конкретные цели и задачи, которые должны быть достигнуты и решены в процессе испытаний. В разделе «Общие положения» приводят:  Перечень руководящих документов, на основании которых проводят испытания.","Сервис сбора, обработки, контент-анализа и сопровождения аналитических модулей с AI/automation элементами. Ключевые элементы: chat_ui, integration, monitoring_support, information_security, process_automation, классификация.","классификация","chat_ui; integration; monitoring_support; information_security; process_automation","RTO/RPO для рассматриваемых сценариев отказа представлены в таблице ниже. |  уточнение сценариев реализации угрозы безопасности с использованием","","information_security; personal_data; critical_infrastructure","AI monitoring workspace: сбор источников, классификация/контент-анализ, дашборд инсайтов, отчеты и workflow проверки.","муниципалитеты; PR/GR-службы; ситуационные центры; аналитические департаменты","high","medium","data/raw/tenderguru/2026-05-25/docs/32615985739/derived-2-001-prilozhenie-2-k-tehnicheskomu-zadaniyu-.pdf.txt","data/analysis/2026-05-25/product-cards/32615985739.md"
"94243982","94243982","Администрация городского округа Балашиха","600000","computer_vision","software_services","Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникац","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникационной сети «Интернет» с целью информирования населения об основных событиях социально-экономического развития, общественно-политической жизни, освещение деятельности органов местного самоуправления Городского округа Балашиха Московской области","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94243982.md"
"94245726","94245726","АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА БАЛАШИХА","600000","computer_vision","software_services","Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникац","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникационной сети «Интернет» с целью информирования населения об основных событиях социально-экономического развития, общественно-политической жизни, освещение деятельности органов местного самоуправления Городского округа Балашиха Московской области","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94245726.md"
"94254955","94254955","АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА БАЛАШИХА","600000","computer_vision","software_services","Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникац","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникационной сети «Интернет» с целью информирования населения об основных событиях социально-экономического развития, общественно-политической жизни, освещение деятельности органов местного самоуправления Городского округа Балашиха Московской области","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94254955.md"
"rq_0372100047626000194","94223380","Федеральное государственное бюджетное учреждение ""Санкт-Петербургский научно-исследовательский институт уха, горла, носа и речи"" Министерства здравоохранения и социального развития Российской Федерации","","custom_software","medical_ai_support","Сопровождение медицинских AI-компонентов","Нужно обеспечить бесперебойную работу медицинского AI-компонента.","Сопровождение медицинского AI: мониторинг, обновления, диагностика, обучение пользователей. Ключевые элементы: integration, monitoring_support.","","integration; monitoring_support","","","","Managed AI support desk: мониторинг, SLA, база знаний ошибок, обучение и compliance-пакет.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0372100047626000194.md"
"rq_0372100038226000123","94164588","Федеральное государственное бюджетное учреждение ""Санкт-Петербургский научно-исследовательский психоневрологический институт им. В.М. Бехтерева"" Министерства здравоохранения и социального развития Российской Федерации","","ai_general","medical_ai_support","Сопровождение медицинских AI-компонентов","Нужно обеспечить бесперебойную работу медицинского AI-компонента.","Сопровождение медицинского AI: мониторинг, обновления, диагностика, обучение пользователей.","","","","","","Managed AI support desk: мониторинг, SLA, база знаний ошибок, обучение и compliance-пакет.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0372100038226000123.md"
"rq_0372100038226000124","94164592","Федеральное государственное бюджетное учреждение ""Санкт-Петербургский научно-исследовательский психоневрологический институт им. В.М. Бехтерева"" Министерства здравоохранения и социального развития Российской Федерации","","ai_general","medical_ai_support","Сопровождение медицинских AI-компонентов","Нужно обеспечить бесперебойную работу медицинского AI-компонента.","Сопровождение медицинского AI: мониторинг, обновления, диагностика, обучение пользователей. Ключевые элементы: integration.","","integration","","","","Managed AI support desk: мониторинг, SLA, база знаний ошибок, обучение и compliance-пакет.","региональные минздравы; медицинские ИТ-операторы; клиники с PACS/RIS/LIS","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0372100038226000124.md"
"94177603","94177603","БОУ Г. ОМСКА ""ЛИЦЕЙ № 166""","2500","ai_general","software_services","Оказание услуг по предоставлению неисключительных прав (лицензий) на использование программного обеспечения для заполнен","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание услуг по предоставлению неисключительных прав (лицензий) на использование программного обеспечения для заполнения бланков КТ-Аттестат","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94177603.md"
"94189019","94189019","Торгово-закупочная площадка горнодобывающих, металлургических и металлообрабатывающих предприятий","","ai_general","software_services","Сервер для систем искусственного интеллекта (ИИ) (в соответствии с ТЗ) – 1 шт.","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Сервер для систем искусственного интеллекта (ИИ) (в соответствии с ТЗ) – 1 шт.","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94189019.md"
"94137351","94137351","Школа-интернат № 36","49700","ai_general","ai_software_services","Семинар ""Планирование и учет бюджетной и внебюджетной деятельности учреждений. Искусственный интеллект в управлении обра","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Семинар ""Планирование и учет бюджетной и внебюджетной деятельности учреждений. Искусственный интеллект в управлении образовательными организациями: стратегии эффективности, аналитика данных и этические аспекты. Платные услуги и иная приносящая доход деятельность учреждений"" Ключевые элементы: искусственный интеллект.","искусственный интеллект","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94137351.md"
"rq_0318100057226000188","94130883","Государственное бюджетное образовательное учреждение высшего профессионального образования ""Кубанский государственный медицинский университет"" Министерства здравоохранения и социального развития Российской Федерации","","ai_general","software_services","Запрос цены. Закупка работ по интеграции валидированных и модернизированных моделей машинного обучения в калькуляторы вы","найдено в карточке/названии; совпадения: машинное обучение","Запрос цены. Закупка работ по интеграции валидированных и модернизированных моделей машинного обучения в калькуляторы высокого периоперационного риска в плановой абдоминальной хирургии на веб-платформе ""Управление периоперационными рисками"", расширению функционала платформы и оптимизации дизайна. Ключевые элементы: integration.","","integration","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0318100057226000188.md"
"rq_0318200060026000246","94100874","государственное бюджетное учреждение здравоохранения ""Клинический онкологический диспансер № 1"" департамента здравоохранения Краснодарского края","","document_ai","computer_vision","Computer Vision решение для распознавания и анализа","найдено в карточке/названии; совпадения: искусственный интеллект, технологии искусственного интеллекта","Решение для обработки изображений/видео с AI/CV-компонентами. Ключевые элементы: information_security, computer_vision.","","information_security; computer_vision","","","information_security","CV pilot kit: приём изображений/видео, модель, кабинет проверки, отчёт качества и API.","промышленность; безопасность; медицина; транспорт; ритейл","low","medium","info_text","data/analysis/2026-05-25/product-cards/rq_0318200060026000246.md"
"94098172","94098172","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СПЕЦИАЛЬНАЯ (КОРРЕКЦИОННАЯ) ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА-ИНТЕРНАТ № 16""","168500","ai_general","ai_software_services","Оказание образовательных услуг по повышению квалификации путем организации и проведения образовательных мероприятий по т","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание образовательных услуг по повышению квалификации путем организации и проведения образовательных мероприятий по теме: «Искусственный интеллект в управлении образовательными организациями: стратегии эффективности, аналитика данных и этические аспекты. Планирование и учет бюджетной и внебюджетной деятельности учреждений. Платные услуги и иная приносящая доход деятельность учреждений» Ключевые элементы: искусственный интеллект.","искусственный интеллект","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94098172.md"
"32615974428","94079154","ЛАНГЕПАССКОЕ ГОРОДСКОЕ МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 5""","624059","ai_general","software_services","Поставка оборудования для моделирования и управления беспилотными летательными аппаратами","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Поставка оборудования для моделирования и управления беспилотными летательными аппаратами","","","","портал/внешний сайт","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/32615974428.md"
"32615976817","94091626","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ТЕЛЕКОММУНИКАЦИЙ ИМЕНИ М.И. КРИВОШЕЕВА""","859843","ai_general","software_services","Поставка рабочей станции","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Поставка рабочей станции","","","","портал/внешний сайт","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/32615976817.md"
"94081337","94081337","Торговая Система «ТЭК-Торг»","","ai_general","software_services","Выполнение работ по проработке ИТ-проекта с целью создания и внедрения информационной системы «Технологии машинного обуч","найдено в карточке/названии; совпадения: машинное обучение; карточка содержит 500 символов описания","Выполнение работ по проработке ИТ-проекта с целью создания и внедрения информационной системы «Технологии машинного обучения»","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94081337.md"
"rq_0148300071226000096","94066931","Администрация Городского округа Балашиха","","computer_vision","software_services","Запрос цены. Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в т","найдено в карточке/названии; совпадения: искусственный интеллект","Запрос цены. Оказание услуг по созданию видеоконтента с использованием Искусственного интеллекта для распространения в телекоммуникационной сети «Интернет» с целью информирования населения об основных событиях социально-экономического развития, общественно-политической жизни, освещение деятельности органов местного самоуправления Городского округа Балашиха Московской области","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0148300071226000096.md"
"94034723","94034723","Автономная некоммерческая организация ""ПРОФЕССИИ БУДУЩЕГО""","2950000","ai_general","software_services","Оказание услуг по предоставлению вычислительных ресурсов для работы с искусственным интеллектом (Исполнитель должен имет","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание услуг по предоставлению вычислительных ресурсов для работы с искусственным интеллектом (Исполнитель должен иметь лицензии ФСТЭК, ФСБ и Роскомнадзор)","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94034723.md"
"32615972221","94058981","ГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ГОСУДАРСТВЕННЫЙ ГУМАНИТАРНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ""","4276568","ai_general","software_services","Поставка техники для нужд государственного образовательного учреждения высшего образования Московской области «Государст","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Поставка техники для нужд государственного образовательного учреждения высшего образования Московской области «Государственный гуманитарно-технологический университет»","","","","портал/внешний сайт","on_prem_hardware","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках; региональные и муниципальные заказчики","low","low","info_text","data/analysis/2026-05-25/product-cards/32615972221.md"
"94034649","94034649","Росатом","4916251","llm_assistant","enterprise_rag_llm_assistant","Защищенный корпоративный RAG/LLM-помощник","Нужен быстрый и управляемый доступ к знаниям и документам через AI-канал.","LLM/RAG-помощник с чат-интерфейсом, базами знаний, document QA, суммаризацией и интеграциями. Ключевые элементы: llm_pipeline, monitoring_support, rag, rag.","rag","llm_pipeline; monitoring_support; rag","","","","Secure RAG assistant: загрузка документов, векторная база, чат с источниками, summary, feedback и API для портала.","энергетика; инфраструктура; телеком; банки; промышленные холдинги; госуслуги","high","low","info_text","data/analysis/2026-05-25/product-cards/94034649.md"
"94012632","94012632","Автономная некоммерческая организация ""ПРОФЕССИИ БУДУЩЕГО""","2950000","ai_general","software_services","Оказание услуг по предоставлению вычислительных ресурсов для работы с искусственным интеллектом (Исполнитель должен имет","найдено в карточке/названии; совпадения: искусственный интеллект; карточка содержит 500 символов описания","Оказание услуг по предоставлению вычислительных ресурсов для работы с искусственным интеллектом (Исполнитель должен иметь лицензии ФСТЭК, ФСБ и Роскомнадзор)","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94012632.md"
"94000028","94000028","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОСИБИРСКЭНЕРГОСБЫТ""","300120","process_automation","software_services","Выполнение работ по доработке и интеграции платформы PIX RPA с такими платформами как: ВРМ, ПК «Сирена», 1С БИТ УЗ, AI Y","найдено в карточке/названии; совпадения: rpa; карточка содержит 500 символов описания","Выполнение работ по доработке и интеграции платформы PIX RPA с такими платформами как: ВРМ, ПК «Сирена», 1С БИТ УЗ, AI Yandex Cloud, Content Reader, а также по настройке самих платформ. Ключевые элементы: integration.","","integration","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94000028.md"
"94005963","94005963","","","process_automation","software_services","Передача сертификата, удостоверяющего право на получение услуг по технической поддержке программы для ЭВМ Primo RPA","найдено в карточке/названии; совпадения: rpa; карточка содержит 500 символов описания","Передача сертификата, удостоверяющего право на получение услуг по технической поддержке программы для ЭВМ Primo RPA","","","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/94005963.md"
"rq_0132300008726000006","93968621","Департамент финансов и налоговой политики администрации города Нижнего Новгорода","","ai_general","software_services","Запрос цены. Оказание услуг по развитию и сопровождению подсистемы «ПК «Триумф» МИС «Финансы», предназначенной для автом","найдено в карточке/названии; совпадения: искусственный интеллект","Запрос цены. Оказание услуг по развитию и сопровождению подсистемы «ПК «Триумф» МИС «Финансы», предназначенной для автоматизации бюджетных правоотношений участников бюджетного процесса муниципального образования городской округ город Нижний Новгород по утверждению и исполнению бюджета муниципального образования городской округ город Нижний Новгород Ключевые элементы: integration, monitoring_support.","","integration; monitoring_support","","","","Discovery MVP: быстрый пилот на одном процессе с замером эффекта.","компании с ИИ/автоматизацией в закупках","low","low","info_text","data/analysis/2026-05-25/product-cards/rq_0132300008726000006.md"
